SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BARTRONICS, BZ, 31-Aug-2021,2.9,2.8,3,2.8,2.85,2.85,2.91,18934,0.55,35, -, -
BASF, EQ, 31-Aug-2021,3600.95,3636.95,3690,3566.5,3580,3586.9,3633.85,138250,5023.8,13796,47989,34.71
BASML, EQ, 31-Aug-2021,85.15,85.5,87.4,84.1,84.75,85.5,85.85,29169,25.04,459,15394,52.78
BATAINDIA, EQ, 31-Aug-2021,1769,1761.15,1785,1592.1,1768,1771.8,1766.89,638971,11289.93,19936,211568,33.11
BAYERCROP, EQ, 31-Aug-2021,5387.4,5400,5568.7,5387.4,5537.55,5542.4,5495.3,38347,2107.28,9404,19716,51.41
BBL, EQ, 31-Aug-2021,1286.15,1286.15,1323,1286.15,1294,1296.1,1302.75,8094,105.44,1527,4036,49.86
BBTC, EQ, 31-Aug-2021,1186,1197.4,1242,1182.4,1188.95,1189.3,1208.51,259919,3141.15,17066,85657,32.96
BBTCL, SM, 31-Aug-2021,94.5,92.25,92.25,90.5,90.5,90.5,91.38,6000,5.48,2,0,0
BCG, BE, 31-Aug-2021,37.25,39.1,39.1,37.5,39.1,39.1,38.98,4257831,1659.71,8082, -, -
BCLIND, EQ, 31-Aug-2021,231.25,233,233,219.1,221.25,221.25,224.4,85714,192.34,2827,57523,67.11
BCONCEPTS, SM, 31-Aug-2021,27.95,27.15,29.3,27,29.3,29.3,28.19,141000,39.75,27,72000,51.06
BCP, EQ, 31-Aug-2021,3.75,3.7,3.85,3.7,3.75,3.8,3.78,284940,10.78,458,210144,73.75
BDL, EQ, 31-Aug-2021,391.05,392.5,396.35,390.1,392,393.1,393.46,211260,831.23,7702,89390,42.31
BEARDSELL, EQ, 31-Aug-2021,14,14.6,14.6,13.5,13.6,13.85,13.89,10511,1.46,59,7290,69.36
BECTORFOOD, EQ, 31-Aug-2021,396.95,396.95,399.8,391.3,396.95,395.5,396.87,108677,431.3,4314,62019,57.07
BEDMUTHA, EQ, 31-Aug-2021,37.2,37.5,38.2,36.5,36.8,36.85,37.15,10812,4.02,387,5835,53.97
BEL, EQ, 31-Aug-2021,184.05,183.9,187.4,183.65,185.9,186.65,186.01,7201234,13394.69,36377,3946948,54.81
BEML, EQ, 31-Aug-2021,1312.2,1304,1333,1304,1320,1322.45,1316.73,99077,1304.57,5109,39782,40.15
BEPL, EQ, 31-Aug-2021,188.5,188.45,188.45,183.2,184,183.9,185.17,746446,1382.2,11160,289013,38.72
BERGEPAINT, EQ, 31-Aug-2021,810.65,811,823.2,807.9,818.1,820.8,817.2,1219916,9969.14,26774,524151,42.97
BESTAGRO, EQ, 31-Aug-2021,707.8,735,743.15,720.45,743.15,743.15,739.6,84959,628.36,1638,40865,48.1
BFINVEST, EQ, 31-Aug-2021,344.65,345.5,353,342.15,344.85,345.3,346.53,35688,123.67,2131,8889,24.91
BFUTILITIE, EQ, 31-Aug-2021,411.9,413.4,423.95,406,408.5,408.5,414.38,292288,1211.19,6552,79427,27.17
BGRENERGY, EQ, 31-Aug-2021,54,54.45,54.55,52.85,52.95,53.05,53.52,88855,47.55,1168,51380,57.82
BHAGERIA, EQ, 31-Aug-2021,245.1,246.9,248.2,239.1,240.2,240.95,243.7,33260,81.06,1702,17704,53.23
BHAGYANGR, EQ, 31-Aug-2021,49.1,49.8,49.95,48.25,48.25,48.55,49,22121,10.84,344,12032,54.39
BHAGYAPROP, EQ, 31-Aug-2021,30.05,30.35,30.65,30.1,30.25,30.4,30.38,25843,7.85,146,7673,29.69
BHANDARI, EQ, 31-Aug-2021,2.75,2.8,2.85,2.75,2.85,2.85,2.81,346178,9.74,670,207684,59.99
BHARATFORG, EQ, 31-Aug-2021,759.8,758.45,769.4,746.05,766.05,767.2,762.89,3404792,25974.84,70397,1457860,42.82
BHARATGEAR, EQ, 31-Aug-2021,128.05,129,130,126,127.45,127.65,128.21,30096,38.59,628,21652,71.94
BHARATRAS, EQ, 31-Aug-2021,13182.4,13179,13179,12711.1,12835.1,12834.25,12962.06,2145,278.04,993,902,42.05
BHARATWIRE, BE, 31-Aug-2021,63.9,64.9,67.05,64,67,66.45,66.3,22615,14.99,178, -, -
BHARTIARTL, EQ, 31-Aug-2021,620.45,626.05,668.1,625,662,664.05,647.14,59661820,386097.51,609418,18751354,31.43
BHEL, EQ, 31-Aug-2021,54.1,54.1,54.2,52.15,52.65,52.55,53.09,30251959,16059.76,57751,6890695,22.78
BIGBLOC, EQ, 31-Aug-2021,108.3,111.8,111.8,104,106.8,107.85,106.79,10951,11.69,166,6964,63.59
BIL, EQ, 31-Aug-2021,210.85,210.9,212.2,210,210.55,212,211.52,1053,2.23,90,912,86.61
BINDALAGRO, EQ, 31-Aug-2021,22.95,23.2,23.45,22.25,22.25,22.4,22.67,89604,20.31,755,60008,66.97
BIOCON, EQ, 31-Aug-2021,356.6,357,360.1,352,357.65,358.85,356.2,2105520,7499.93,35365,1036345,49.22
BIOFILCHEM, EQ, 31-Aug-2021,63.85,64.25,64.25,63.25,63.8,63.35,63.58,11039,7.02,352,7672,69.5
BIRET, RR, 31-Aug-2021,258.57,261,262.95,259.5,262.65,262.31,261.46,379481,992.17,6877,349393,92.07
BIRLACABLE, BE, 31-Aug-2021,87.05,87.05,89.2,84.35,84.7,85.05,86.21,17506,15.09,364, -, -
BIRLACORPN, EQ, 31-Aug-2021,1324.95,1330,1360,1311,1359.8,1354.1,1343.08,169401,2275.19,10135,76331,45.06
BIRLAMONEY, EQ, 31-Aug-2021,62.45,62.9,62.9,60.5,61.2,60.8,61.29,89522,54.87,1067,59921,66.93
BIRLATYRE, EQ, 31-Aug-2021,24.15,24.4,24.45,23.9,24.15,24.05,24.2,103094,24.94,1038,76348,74.06
BKMINDST, BE, 31-Aug-2021,1.45,1.5,1.5,1.4,1.45,1.45,1.43,109342,1.57,179, -, -
BLBLIMITED, EQ, 31-Aug-2021,9.7,9.7,9.85,9.25,9.4,9.35,9.38,36316,3.41,164,24453,67.33
BLISSGVS, EQ, 31-Aug-2021,112.45,111.05,117,110,111.1,111.35,112.66,1642660,1850.65,18933,275410,16.77
BLKASHYAP, EQ, 31-Aug-2021,27.6,27.6,28,26,26.3,26.4,26.95,303329,81.75,1126,165587,54.59
BLS, EQ, 31-Aug-2021,210.35,211.7,212.7,200.5,201.85,202.2,205.34,517230,1062.06,7470,270883,52.37
BLUEDART, EQ, 31-Aug-2021,5795.4,5833,5939,5814.05,5839,5863.1,5879.43,28055,1649.47,5339,12103,43.14
BLUESTARCO, EQ, 31-Aug-2021,769.75,773.6,783,769.85,772.95,774.95,775.36,89296,692.36,7651,68327,76.52
BODALCHEM, EQ, 31-Aug-2021,108.5,108.95,109.7,105.5,105.5,105.85,107.5,467261,502.32,5594,179505,38.42
BOMDYEING, EQ, 31-Aug-2021,94.3,94.9,95.3,91.25,91.5,92.1,93.4,4560195,4259.19,25537,1257039,27.57
BOROLTD, EQ, 31-Aug-2021,203.8,204.9,206.4,200.75,203.3,203.5,203.6,78269,159.36,2355,41584,53.13
BORORENEW, BE, 31-Aug-2021,300.6,304.4,304.4,293.6,296,294.8,297.46,192255,571.88,4890, -, -
BOSCHLTD, EQ, 31-Aug-2021,13826,13853.65,13922.95,13814.9,13870,13859.2,13868.6,21977,3047.9,5560,12097,55.04
BPCL, EQ, 31-Aug-2021,472.55,473,475.85,468.35,471.5,471.65,472.23,9001236,42506.68,74326,4859234,53.98
BPL, EQ, 31-Aug-2021,39.4,43.3,43.3,43.3,43.3,43.3,43.3,135417,58.64,479,135417,100
BRFL, BE, 31-Aug-2021,7.2,7.25,7.4,7.15,7.25,7.2,7.25,44984,3.26,208, -, -
BRIGADE, EQ, 31-Aug-2021,312.25,312.25,335.9,311.25,333,334.45,328.78,1126726,3704.46,25781,292872,25.99
BRIGHT, SM, 31-Aug-2021,4.8,4.85,5,4.85,5,5,4.96,165000,8.18,48,165000,100
BRITANNIA, EQ, 31-Aug-2021,3986.35,3995,4027.3,3960,3984.6,3997.5,3992.67,688613,27494.03,48754,349680,50.78
BRITANNIA, N2, 31-Aug-2021,30.89,30.9,31,30.88,30.93,30.93,30.9,6566,2.03,52,5554,84.59
BRITANNIA, N3, 31-Aug-2021,29.5,29.5,29.66,29.48,29.55,29.58,29.52,744843,219.91,333,693831,93.15
BRNL, EQ, 31-Aug-2021,30.85,30.95,31.4,30.45,30.6,30.8,30.93,26246,8.12,379,15125,57.63
BROOKS, EQ, 31-Aug-2021,123,123.5,124.5,112.65,120.95,119.15,117.49,250060,293.81,5623,120045,48.01
BSE, EQ, 31-Aug-2021,1197.25,1203.8,1218.5,1182.35,1193.15,1198.4,1201.14,701395,8424.73,34795,268923,38.34
BSHSL, BE, 31-Aug-2021,292.9,293,299,290,297,297.5,295.54,862,2.55,30, -, -
BSL, EQ, 31-Aug-2021,58.15,58.25,60.75,58.1,59,59.1,58.86,23887,14.06,545,7406,31
BSLGOLDETF, EQ, 31-Aug-2021,4330.35,4306.85,4325.05,4306.8,4315,4313.65,4318.4,126,5.44,40,83,65.87
BSLNIFTY, EQ, 31-Aug-2021,187.76,189.49,193,184.95,190.09,189.96,188.57,847,1.6,78,430,50.77
BSOFT, EQ, 31-Aug-2021,413.25,413,426.7,413,415.5,417.1,420,2621887,11011.91,41662,1123488,42.85
BURGERKING, EQ, 31-Aug-2021,163.75,164.9,165.75,160,161.45,161.25,162.44,2854548,4636.82,43100,1381459,48.4
BURNPUR, BE, 31-Aug-2021,2.75,2.8,2.85,2.7,2.85,2.85,2.81,38901,1.09,115, -, -
BUTTERFLY, BE, 31-Aug-2021,741.35,747.95,747.95,721,723.5,726.8,729.9,11643,84.98,493, -, -
BVCL, BE, 31-Aug-2021,24.8,26,26,23.6,23.6,23.6,23.95,20763,4.97,84, -, -
BYKE, EQ, 31-Aug-2021,27.6,29,29,27.2,27.6,27.45,27.87,16782,4.68,217,10581,63.05
CADILAHC, EQ, 31-Aug-2021,555,555,557.85,549.5,553,554.15,554.15,2015528,11169.01,27640,838104,41.58
CADSYS, SM, 31-Aug-2021,21,21,21,21,21,21,21,2000,0.42,1,2000,100
CAMLINFINE, EQ, 31-Aug-2021,174.05,173.6,175.25,172.5,172.9,172.95,173.54,265941,461.52,8633,120047,45.14
CAMS, EQ, 31-Aug-2021,3588.1,3588.1,3939.9,3515,3864,3816.75,3704.48,839485,31098.59,73607,159359,18.98
CANBK, EQ, 31-Aug-2021,155.25,155.25,162.5,153.7,158.65,159.1,159.21,32668471,52010.96,115283,9242781,28.29
CANDC, BZ, 31-Aug-2021,2.8,2.8,2.9,2.75,2.9,2.85,2.87,17198,0.49,23, -, -
CANFINHOME, EQ, 31-Aug-2021,566.5,566.45,600,561,571,570.95,583.93,4417283,25794.05,94434,1366959,30.95
CANTABIL, EQ, 31-Aug-2021,360.45,361.75,363,357.15,358.1,357.3,360.66,23602,85.12,189,22948,97.23
CAPACITE, EQ, 31-Aug-2021,150.65,152,154.55,148.15,149.75,149.15,150.66,459761,692.67,8800,315061,68.53
CAPLIPOINT, EQ, 31-Aug-2021,732.4,738.95,747,727,730,730.4,736.47,113484,835.78,5950,48960,43.14
CAPTRUST, EQ, 31-Aug-2021,90.8,92.2,92.2,85.15,88,88.5,88.1,10298,9.07,206,5516,53.56
CARBORUNIV, EQ, 31-Aug-2021,801.4,804,843,798.35,827.4,829.95,825.7,509312,4205.41,18722,395790,77.71
CAREERP, EQ, 31-Aug-2021,158.75,159,171.8,158,168,166.15,166.15,224938,373.74,4567,131069,58.27
CARERATING, EQ, 31-Aug-2021,685.1,689.9,694,674.1,678.75,677.3,683.26,86320,589.79,4943,45470,52.68
CARTRADE, EQ, 31-Aug-2021,1508.35,1505,1531,1480.2,1488.85,1488.5,1506.4,285431,4299.73,21460,108760,38.1
CASTROLIND, EQ, 31-Aug-2021,133.1,133.8,134.8,133.05,134,134,133.94,447418,599.29,6714,229949,51.39
CCHHL, BE, 31-Aug-2021,6.5,6.7,6.7,6.25,6.5,6.5,6.37,21000,1.34,111, -, -
CCL, EQ, 31-Aug-2021,391.75,401.9,413.8,395.6,401.35,402.85,404.24,3098163,12524.05,41309,646436,20.87
CDSL, BE, 31-Aug-2021,1222.8,1224,1225,1180,1189.9,1188.15,1197.16,452552,5417.79,39848, -, -
CEATLTD, EQ, 31-Aug-2021,1287.3,1290,1290,1275.2,1279.9,1278.15,1280.66,84434,1081.31,6505,41720,49.41
CEBBCO, BE, 31-Aug-2021,31.2,31.7,31.7,30.35,30.75,30.6,30.73,43413,13.34,197, -, -
CELEBRITY, EQ, 31-Aug-2021,9.6,9.9,9.9,9.5,9.65,9.55,9.61,26706,2.57,164,18026,67.5
CENTENKA, EQ, 31-Aug-2021,429.45,429.7,436.4,429.45,431.75,430.7,432.3,18335,79.26,1743,11192,61.04
CENTEXT, EQ, 31-Aug-2021,9.9,10,10,9.6,9.7,9.65,9.76,219700,21.45,709,156541,71.25
CENTRALBK, EQ, 31-Aug-2021,20.85,20.8,21.65,20.3,20.6,20.75,20.94,5738336,1201.38,8665,1439178,25.08
CENTRUM, EQ, 31-Aug-2021,36.6,36.6,37.2,35.75,36.15,36.3,36.46,908181,331.11,3470,336496,37.05
CENTUM, EQ, 31-Aug-2021,469.55,479.7,480,469.3,480,477.95,475.79,2441,11.61,221,1192,48.83
CENTURYPLY, EQ, 31-Aug-2021,381.55,385.95,408.2,383.8,405.2,402.55,396.05,542048,2146.75,20177,269111,49.65
CENTURYTEX, EQ, 31-Aug-2021,763,767.35,781.65,766,777.1,777.5,773.63,458003,3543.24,10881,156366,34.14
CERA, EQ, 31-Aug-2021,4555.2,4555.2,4598.45,4380,4449,4441.35,4439.05,36296,1611.2,7662,18289,50.39
CEREBRAINT, EQ, 31-Aug-2021,60.45,61.3,61.35,57.35,60,59.95,58.69,901015,528.77,5148,469148,52.07
CESC, EQ, 31-Aug-2021,790.15,797,812.75,785.1,807.1,803.85,802.32,1007718,8085.13,35298,374517,37.16
CGCL, EQ, 31-Aug-2021,521.15,515,521.15,505.05,509.45,508.15,510.51,49192,251.13,5268,18287,37.17
CGPOWER, BE, 31-Aug-2021,85.25,85.9,86.5,84,85.6,85.9,85.29,835590,712.65,2671, -, -
CHALET, EQ, 31-Aug-2021,167.7,166.8,175.9,165.7,170.25,170.9,172.16,455881,784.84,6299,132774,29.12
CHAMBLFERT, EQ, 31-Aug-2021,322.5,324.8,328.25,317.05,320.5,321,322.7,607819,1961.43,18124,274971,45.24
CHEMBOND, EQ, 31-Aug-2021,230.2,231,234.4,223.85,225.85,225.2,228.37,21272,48.58,1184,15317,72.01
CHEMCON, EQ, 31-Aug-2021,456.25,459.7,472.5,451.05,452,453.75,460.45,219832,1012.22,14456,82381,37.47
CHEMFAB, EQ, 31-Aug-2021,152.8,155.45,155.45,150.05,152,152.35,153.02,3480,5.33,366,2099,60.32
CHEMPLASTS, EQ, 31-Aug-2021,569,564,616.85,564,577.6,576.15,593.7,2850914,16925.99,70481,971619,34.08
CHENNPETRO, EQ, 31-Aug-2021,106.45,106.45,109.2,104.75,106.9,107.35,106.92,325473,347.98,5022,138614,42.59
CHOLAFIN, EQ, 31-Aug-2021,548.2,547,557.45,538,552.3,554.05,552.42,5252586,29016.59,64839,2059478,39.21
CHOLAHLDNG, EQ, 31-Aug-2021,676.75,683.65,690,675.65,689,684.3,683.98,115151,787.61,4976,67923,58.99
CIGNITITEC, EQ, 31-Aug-2021,536.4,532.1,543.2,528.6,540.5,535.45,534.71,59938,320.5,3721,26840,44.78
CINELINE, BE, 31-Aug-2021,93.2,95,97.85,92.1,97.3,97.8,97.02,225440,218.73,755, -, -
CINEVISTA, BE, 31-Aug-2021,11.7,11.7,12.1,11.2,11.65,11.75,11.64,23658,2.75,113, -, -
CIPLA, EQ, 31-Aug-2021,934.7,935,949.7,930.3,949,947.8,942.1,2463088,23204.66,52259,1430887,58.09
CLEAN, EQ, 31-Aug-2021,1466.55,1474,1532.9,1466,1523.5,1522.5,1493,699312,10440.73,38296,339337,48.52
CLEDUCATE, EQ, 31-Aug-2021,130.15,134.5,134.5,128.3,129.1,129.45,129.44,6042,7.82,183,4033,66.75
CLNINDIA, EQ, 31-Aug-2021,563.45,566.75,566.75,552.65,558,558.5,559.25,29865,167.02,2103,14767,49.45
CLSEL, EQ, 31-Aug-2021,120.35,120.35,121.55,117.15,117.5,118.1,119.05,42360,50.43,2079,27805,65.64
CMICABLES, EQ, 31-Aug-2021,50.3,49.65,52.4,49.65,50.2,50.3,51.05,78097,39.87,955,44596,57.1
COALINDIA, EQ, 31-Aug-2021,143.6,143.6,146.15,143.25,145.75,145.85,145.09,14301855,20750.02,71119,5544490,38.77
COCHINSHIP, EQ, 31-Aug-2021,356.1,356.75,358.7,354.15,356,355.8,356.15,123284,439.07,4390,40102,32.53
COFFEEDAY, EQ, 31-Aug-2021,25.65,25.75,26.9,25.7,26.9,26.9,26.34,1511730,398.16,2729,1102069,72.9
COFORGE, EQ, 31-Aug-2021,5121.45,5146.55,5336.6,5121.5,5210,5208.75,5225.76,650782,34008.31,68778,134618,20.69
COLPAL, EQ, 31-Aug-2021,1699.15,1706.4,1710.05,1680,1686.75,1693.3,1692.68,1586467,26853.79,45436,1096506,69.12
COMPINFO, EQ, 31-Aug-2021,26.25,26.65,26.7,25.4,26,25.85,25.97,125829,32.68,898,69352,55.12
COMPUSOFT, EQ, 31-Aug-2021,13.8,13.95,14.15,13.5,13.55,13.6,13.76,96492,13.28,532,62164,64.42
CONCOR, EQ, 31-Aug-2021,679.9,682,694,673.1,680.05,679.55,679.53,2201566,14960.34,52420,934084,42.43
CONFIPET, EQ, 31-Aug-2021,73.7,74,74.7,71.5,71.95,71.85,72.84,913476,665.37,7332,556126,60.88
CONSOFINVT, EQ, 31-Aug-2021,129,134,141.9,130,140.8,140.5,138.29,175596,242.83,3424,98258,55.96
CONTI, SM, 31-Aug-2021,5.7,5.95,5.95,5.95,5.95,5.95,5.95,13332,0.79,3,13332,100
CONTROLPR, EQ, 31-Aug-2021,347.7,343.05,353,343.05,348,346.4,348.09,17679,61.54,482,13782,77.96
CORALFINAC, EQ, 31-Aug-2021,40.55,40.5,40.85,38.5,39.6,39.4,39.61,24659,9.77,339,16801,68.13
CORDSCABLE, EQ, 31-Aug-2021,54.5,54.95,55,52.4,52.85,53.1,53.28,36963,19.69,708,23170,62.68
COROMANDEL, EQ, 31-Aug-2021,786.85,793.75,796.95,779.1,791.5,792.9,791.49,631601,4999.06,29342,379202,60.04
COSMOFILMS, EQ, 31-Aug-2021,1353.75,1368,1368,1320,1327.75,1328.55,1342.76,70289,943.81,6744,31104,44.25
COUNCODOS, EQ, 31-Aug-2021,2.8,2.85,2.85,2.7,2.75,2.75,2.71,85687,2.33,156,78847,92.02
COX&KINGS, BZ, 31-Aug-2021,1.7,1.75,1.75,1.65,1.75,1.7,1.7,322391,5.47,266, -, -
CPSEETF, EQ, 31-Aug-2021,25.8,25.69,25.98,24.3,25.89,25.93,25.89,1812633,469.25,17120,1721759,94.99
CRAFTSMAN, EQ, 31-Aug-2021,1951.95,1962.6,1967,1834.8,1930.5,1930.05,1932.4,11489,222.01,1718,6658,57.95
CREATIVE, BE, 31-Aug-2021,240.55,249,251.5,230.55,244.85,242.4,242.97,19535,47.46,213, -, -
CREDITACC, EQ, 31-Aug-2021,669.8,675,710,669.55,705,702.15,693.34,224822,1558.79,8807,122356,54.42
CREST, BE, 31-Aug-2021,123.8,125.65,125.65,120.2,123,123.35,121.91,2918,3.56,72, -, -
CRISIL, EQ, 31-Aug-2021,2769.8,2782.75,2815,2702.65,2720,2729.9,2761.19,43117,1190.54,7205,16296,37.79
CROMPTON, EQ, 31-Aug-2021,470.75,474.9,477.6,470.05,474.2,473.45,473.19,587128,2778.23,23121,324595,55.29
CROWN, SM, 31-Aug-2021,85.25,85,85,84,84.9,84.9,84.73,4000,3.39,4,4000,100
CSBBANK, EQ, 31-Aug-2021,301.4,304.9,309,296.2,296.75,297.4,300.66,203634,612.24,10317,98341,48.29
CTE, EQ, 31-Aug-2021,50.3,48.7,51.3,48.5,49,48.8,49.18,39327,19.34,508,26917,68.44
CUB, EQ, 31-Aug-2021,151.9,151.9,153.55,149.85,151.5,151.75,151.44,1832677,2775.42,22364,744515,40.62
CUBEXTUB, EQ, 31-Aug-2021,21.75,22.8,22.8,21.8,22.8,22.8,22.75,38824,8.83,160,35004,90.16
CUMMINSIND, EQ, 31-Aug-2021,999.4,1001.2,1008.5,994.5,998.95,999.15,999.9,413161,4131.18,11918,148496,35.94
CUPID, EQ, 31-Aug-2021,227.85,229.4,231.5,226.35,228.5,227.2,228.91,41700,95.45,1372,29873,71.64
CYBERMEDIA, BE, 31-Aug-2021,10.15,10.35,10.45,9.65,9.65,9.65,9.8,19924,1.95,69, -, -
CYBERTECH, EQ, 31-Aug-2021,166.45,166.6,167.85,163.85,164.3,164.3,165.77,65465,108.52,1841,36537,55.81
CYIENT, EQ, 31-Aug-2021,937.4,945.6,985.45,940.5,977,977.45,978.64,1075766,10527.92,38223,510192,47.43
DAAWAT, EQ, 31-Aug-2021,67.7,68.95,68.95,67,67.15,67.2,67.77,560462,379.82,7686,309726,55.26
DABUR, EQ, 31-Aug-2021,616.75,616,623.85,610,620.4,621.5,618.43,3026655,18717.83,49236,1738574,57.44
DALBHARAT, EQ, 31-Aug-2021,2179.5,2193,2214.4,2151.85,2200,2199.8,2184.13,244376,5337.48,20242,123401,50.5
DALMIASUG, EQ, 31-Aug-2021,431.05,435.65,441.5,426.5,430.15,431.55,436.59,105804,461.93,4925,48544,45.88
DAMODARIND, BE, 31-Aug-2021,43.2,43.9,43.9,42.1,43,43,42.96,5475,2.35,25, -, -
DANGEE, EQ, 31-Aug-2021,194.4,195,195.75,190.5,194.95,192.05,193.24,20783,40.16,798,2361,11.36
DATAMATICS, EQ, 31-Aug-2021,333.3,335,335.25,311.6,314,314.4,321.64,517279,1663.76,13667,265118,51.25
DBCORP, EQ, 31-Aug-2021,82.8,83.8,87.8,82.8,86.1,86.9,85.35,700676,597.99,8442,273090,38.98
DBL, EQ, 31-Aug-2021,517.95,517,519,504.3,509,508.5,509.65,161500,823.09,5387,43004,26.63
DBREALTY, EQ, 31-Aug-2021,23.45,24.8,24.8,22.2,22.65,22.65,23.34,577392,134.77,1710,339797,58.85
DBSTOCKBRO, BE, 31-Aug-2021,19.6,18.65,18.65,18.65,18.65,18.65,18.65,3088,0.58,35, -, -
DCAL, EQ, 31-Aug-2021,187.8,188.5,189.75,184.65,185.5,185.45,187.08,236607,442.64,5277,113179,47.83
DCBBANK, EQ, 31-Aug-2021,91.95,92.7,93,90,92.5,92.15,91.32,758053,692.26,9037,311785,41.13
DCM, BE, 31-Aug-2021,49.9,49,50,47.55,49,48.55,48.73,4134,2.01,66, -, -
DCMNVL, EQ, 31-Aug-2021,216.45,217.15,219.1,209,213.85,212.4,213.46,33549,71.61,842,21200,63.19
DCMSHRIRAM, EQ, 31-Aug-2021,898.55,909,910,884,887.4,890.5,896.55,65376,586.13,6526,38731,59.24
DCW, EQ, 31-Aug-2021,36.65,36.9,37.05,35.65,35.8,35.8,36.43,772532,281.41,3477,397086,51.4
DECCANCE, EQ, 31-Aug-2021,706.65,713,713,695,698,699.3,702.63,71492,502.33,9029,26320,36.82
DEEPAKFERT, BE, 31-Aug-2021,415.9,415.9,418,405.55,409.1,409.65,410.38,124862,512.41,2400, -, -
DEEPAKNTR, EQ, 31-Aug-2021,2270.2,2279,2312.25,2251.1,2283.2,2283.6,2286.56,1721286,39358.16,81570,404099,23.48
DEEPENR, BE, 31-Aug-2021,39.6,38.65,41.5,38.65,41.4,41.35,40.56,15442,6.26,137, -, -
DEEPINDS, EQ, 31-Aug-2021,135.35,137.9,137.9,130.1,131.25,130.85,132.38,53726,71.12,2093,34069,63.41
DELTACORP, EQ, 31-Aug-2021,179.6,183,184.5,178.25,180.75,181.25,181.6,3724478,6763.47,35075,1390830,37.34
DELTAMAGNT, EQ, 31-Aug-2021,50.45,51.5,52.55,48.55,52,51.55,51.24,13295,6.81,245,7441,55.97
DEN, EQ, 31-Aug-2021,47.1,47.4,47.6,46.6,46.7,46.7,47.03,469465,220.81,2872,245384,52.27
DENORA, EQ, 31-Aug-2021,328.9,328.9,329.65,316.4,319.55,318.45,323.38,9344,30.22,718,4699,50.29
DEVYANI, EQ, 31-Aug-2021,120.95,121.4,127.4,119.5,125,125.1,124.85,16749260,20910.66,96948,4987125,29.78
DFMFOODS, EQ, 31-Aug-2021,346.95,346.1,348.7,340.1,343.95,344.4,343.69,33316,114.5,2293,19260,57.81
DGCONTENT, BE, 31-Aug-2021,12,11.5,12.6,11.4,12,11.7,11.67,5871,0.69,55, -, -
DHAMPURSUG, EQ, 31-Aug-2021,316.45,319.45,322.3,306.1,312.7,315,318.64,259008,825.3,5738,115048,44.42
DHANBANK, EQ, 31-Aug-2021,15.2,15.4,15.4,15.05,15.05,15.1,15.17,488545,74.11,1183,245502,50.25
DHANI, EQ, 31-Aug-2021,198,199.8,204.95,191.7,197.5,199.4,197.58,996707,1969.31,10128,432866,43.43
DHANILOANS, N3, 31-Aug-2021,1001.58,1003,1005,1002,1002,1002,1002.54,52,0.52,6,50,96.15
DHANILOANS, N4, 31-Aug-2021,1069.8,1035,1035,1035,1035,1035,1035,20,0.21,4,20,100
DHANILOANS, N5, 31-Aug-2021,1282.8,1275,1275,1275,1275,1275,1275,10,0.13,1,10,100
DHANILOANS, N6, 31-Aug-2021,1006.53,1006.53,1006.53,1006.53,1006.53,1006.53,1006.53,25,0.25,1,25,100
DHANILOANS, NC, 31-Aug-2021,1020,1002.65,1002.65,980,980,980,999.68,44,0.44,9,44,100
DHANILOANS, NE, 31-Aug-2021,1210,1210,1210,1210,1210,1210,1210,10,0.12,1,10,100
DHANILOANS, NH, 31-Aug-2021,1010,1095,1095,1095,1095,1095,1095,50,0.55,2,50,100
DHANIPP, E1, 31-Aug-2021,87.2,87.2,89.75,85.4,87.25,88.35,87.1,49369,43,739,18249,36.96
DHANUKA, EQ, 31-Aug-2021,858.1,862,866.75,830.05,845,841.55,846.4,48583,411.2,4535,24781,51.01
DHARSUGAR, BE, 31-Aug-2021,19.1,20.05,20.05,20.05,20.05,20.05,20.05,29361,5.89,95, -, -
DHUNINV, EQ, 31-Aug-2021,630.35,612.8,643,612.8,638.4,635.95,629.4,2470,15.55,315,1347,54.53
DIAMONDYD, EQ, 31-Aug-2021,662.7,664.85,670,543.4,654.2,645.75,627.18,139012,871.86,8579,47394,34.09
DIAPOWER, BZ, 31-Aug-2021,0.75,0.8,0.8,0.8,0.8,0.8,0.8,122548,0.98,27, -, -
DICIND, EQ, 31-Aug-2021,464.3,468.9,468.9,455,455,457.35,462.38,1221,5.65,167,760,62.24
DIGISPICE, BE, 31-Aug-2021,54.4,54.4,56,53.5,55.9,55.15,54.73,35505,19.43,298, -, -
DISHTV, EQ, 31-Aug-2021,12.8,12.8,12.85,12.45,12.55,12.6,12.67,3752425,475.42,4234,1957718,52.17
DIVISLAB, EQ, 31-Aug-2021,5104.25,5140,5219,5110.05,5170,5173.6,5163.71,896587,46297.18,64625,450233,50.22
DIXON, EQ, 31-Aug-2021,4115.2,4148,4222.9,4105.05,4161,4160.4,4152.87,241465,10027.73,28619,104176,43.14
DLF, EQ, 31-Aug-2021,319.8,319.1,323.9,317.6,320,320.55,320.71,9726975,31195.73,91436,3544351,36.44
