SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
MAHSEAMLES, EQ, 31-Aug-2021,314.5,317.6,323,313,314.75,315.15,318.62,128221,408.54,4827,42322,33.01
MAITHANALL, EQ, 31-Aug-2021,968.15,979,1000.7,958.25,969.45,965.2,980.63,178735,1752.72,10968,53684,30.04
MAJESCO, EQ, 31-Aug-2021,81.7,82.5,82.65,81.5,81.5,81.75,82,106686,87.49,1749,67069,62.87
MALUPAPER, EQ, 31-Aug-2021,35.5,35.55,36,34.65,34.85,34.95,35.15,28797,10.12,319,18933,65.75
MAN50ETF, EQ, 31-Aug-2021,174.24,174.5,176.67,173.96,176.55,176.65,176.16,117766,207.46,115,113412,96.3
MANAKALUCO, EQ, 31-Aug-2021,16.45,16.8,16.8,16.3,16.55,16.75,16.52,18210,3.01,324,16541,90.83
MANAKCOAT, EQ, 31-Aug-2021,11.8,11.45,12.15,11.25,11.5,11.45,11.59,56011,6.49,200,46917,83.76
MANAKSIA, EQ, 31-Aug-2021,68.65,68,70,68,68.8,68.85,69.08,77960,53.86,1923,43144,55.34
MANAKSTEEL, EQ, 31-Aug-2021,36.5,36,38.3,36,38.3,38.3,38.19,79168,30.24,219,69936,88.34
MANALIPETC, BE, 31-Aug-2021,89.9,89.9,90.3,88.15,88.7,88.65,88.94,169711,150.94,1898, -, -
MANAPPURAM, EQ, 31-Aug-2021,160.45,161.85,162.45,159.4,160.25,160.4,160.74,5465973,8785.85,34085,2255290,41.26
MANGALAM, EQ, 31-Aug-2021,140.55,141,149.95,139.9,144.4,144.3,144.72,86536,125.24,2706,35772,41.34
MANGCHEFER, EQ, 31-Aug-2021,76.25,76.9,76.9,74.35,75.25,75,75.44,268863,202.83,3938,128043,47.62
MANGLMCEM, EQ, 31-Aug-2021,440.6,445.9,447.5,435,438.8,437.45,441.88,77584,342.83,4376,36356,46.86
MANINDS, EQ, 31-Aug-2021,117.2,118,118.5,113.05,115.2,114.45,115.97,109319,126.77,2774,53010,48.49
MANINFRA, EQ, 31-Aug-2021,67.8,68.9,69,66.6,67.35,67,68.19,472252,322.02,3373,248812,52.69
MANUGRAPH, EQ, 31-Aug-2021,12.8,12.75,13,12.55,12.6,12.6,12.78,10907,1.39,114,6848,62.79
MANXT50, EQ, 31-Aug-2021,409.76,410,415.38,409.64,415.38,414.51,413.92,3531,14.62,59,2468,69.9
MARALOVER, EQ, 31-Aug-2021,78.05,81.45,81.45,76,76.4,77.25,78.75,34340,27.04,693,27343,79.62
MARATHON, EQ, 31-Aug-2021,80,80,82.7,78.65,80.25,79.95,80.41,29593,23.8,652,18686,63.14
MARICO, EQ, 31-Aug-2021,525.05,525.5,546.95,525.05,545.5,544.45,537.8,5014916,26969.99,51394,3048173,60.78
MARINE, EQ, 31-Aug-2021,41.9,42.35,42.35,39.65,40,40.4,40.58,1414368,573.98,5693,418349,29.58
MARKSANS, EQ, 31-Aug-2021,73.1,71.2,73.2,70.5,70.85,70.85,71.79,1591007,1142.15,12333,727811,45.75
MARSHALL, SM, 31-Aug-2021,33.5,33.05,33.05,30.85,33.05,33.05,32.59,15000,4.89,5,12000,80
MARUTI, EQ, 31-Aug-2021,6796.9,6820,6872,6763.55,6836.3,6846.1,6839.16,938326,64173.61,68746,583067,62.14
MASFIN, EQ, 31-Aug-2021,769.05,769.05,780,754.45,770,769.45,766.66,24151,185.16,2606,12375,51.24
MASKINVEST, BE, 31-Aug-2021,30.4,31.9,31.9,28.9,29,29,29.05,385,0.11,11, -, -
MASTEK, EQ, 31-Aug-2021,2596.95,2638,2638,2560,2569.9,2581.8,2599.93,51116,1328.98,6220,27449,53.7
MATRIMONY, EQ, 31-Aug-2021,998.7,1005,1035,990.25,1035,1021.05,1003.49,48960,491.31,3927,36240,74.02
MAWANASUG, BE, 31-Aug-2021,81.25,83.25,85.3,81,83.6,84.35,84.45,68731,58.04,532, -, -
MAXHEALTH, EQ, 31-Aug-2021,361,360.45,398.85,351.35,386.1,385.5,381.52,4406621,16812.08,76402,2139916,48.56
MAXIND, EQ, 31-Aug-2021,68.5,68.8,69.25,68.05,68.8,69.05,68.58,164406,112.75,1013,107891,65.62
MAXVIL, EQ, 31-Aug-2021,96.05,96.7,96.75,93.05,93.75,93.5,94.67,96158,91.03,1891,58439,60.77
MAYURUNIQ, EQ, 31-Aug-2021,476.1,477.5,483.9,466.15,467.95,471.25,476.97,44740,213.4,2819,19040,42.56
MAZDA, EQ, 31-Aug-2021,611.85,612,617.9,583,595,592.6,595.72,23241,138.45,1632,11438,49.21
MAZDOCK, EQ, 31-Aug-2021,238.05,238,243.15,235.5,238.95,237.1,238.98,293540,701.51,6527,100297,34.17
MBAPL, EQ, 31-Aug-2021,172.3,195.8,206.75,185,206.75,206.75,199.61,339545,677.78,6859,97455,28.7
MBECL, BE, 31-Aug-2021,6,6.2,6.2,5.9,6,6,6,124037,7.44,139, -, -
MBLINFRA, EQ, 31-Aug-2021,18.5,18.7,18.75,17.7,18.75,18.35,18.35,35961,6.6,223,25640,71.3
MC1RG, MF, 31-Aug-2021,17,17,17,15.31,16,16,16.1,3,0,3,2,66.67
MCDHOLDING, EQ, 31-Aug-2021,38.1,38.3,38.45,37.7,38.3,37.95,38.24,34890,13.34,261,23434,67.17
MCDOWELL-N, EQ, 31-Aug-2021,708.65,710,725.7,707.1,714.1,715.15,717.22,2952559,21176.33,49689,1136504,38.49
MCL, EQ, 31-Aug-2021,37.65,39.25,39.5,38.35,39,39,39.07,90389,35.32,528,34738,38.43
MCLEODRUSS, EQ, 31-Aug-2021,22.25,23.35,23.35,23.35,23.35,23.35,23.35,72758,16.99,190,72758,100
MCX, EQ, 31-Aug-2021,1520.3,1536,1552,1503,1519.05,1517.55,1529.47,646102,9881.95,59853,171924,26.61
MEGASOFT, BE, 31-Aug-2021,15.1,14.55,15.7,14.55,15.7,15.45,15.15,297081,45,442, -, -
MELSTAR, BZ, 31-Aug-2021,2.45,2.5,2.55,2.45,2.55,2.55,2.52,7869,0.2,15, -, -
MENONBE, EQ, 31-Aug-2021,77.3,77.5,82.4,76.35,79.25,78.85,80.42,222550,178.98,5437,84057,37.77
MEP, EQ, 31-Aug-2021,21.65,21.8,22.4,21.15,22,21.95,21.78,167847,36.56,722,115018,68.53
MERCATOR, BE, 31-Aug-2021,1.7,1.65,1.65,1.65,1.65,1.65,1.65,114334,1.89,210, -, -
METALFORGE, BZ, 31-Aug-2021,5.2,5.2,5.45,5,5.35,5.35,5.36,25505,1.37,77, -, -
METROPOLIS, EQ, 31-Aug-2021,2788.35,2795,2838.95,2776.4,2821.05,2823.55,2812.76,212086,5965.47,12942,67685,31.91
MFL, BE, 31-Aug-2021,571.7,600.25,600.25,600.25,600.25,600.25,600.25,48433,290.72,746, -, -
MFSL, EQ, 31-Aug-2021,1063.3,1061,1094,1059.3,1089.55,1088.15,1077.27,913776,9843.8,36290,454274,49.71
MGEL, EQ, 31-Aug-2021,50.75,50.5,51.9,50.05,50.9,50.5,50.71,2521,1.28,52,1607,63.74
MGL, EQ, 31-Aug-2021,1136.85,1136.85,1151.7,1134.55,1146,1146.65,1144.08,244169,2793.48,9683,93717,38.38
MHHL, SM, 31-Aug-2021,21.15,21.8,23,21.8,23,23,22.58,9000,2.03,3,9000,100
MHRIL, EQ, 31-Aug-2021,314.7,318.5,325.45,314,316.9,317,319.01,420176,1340.41,10394,157697,37.53
MIDHANI, EQ, 31-Aug-2021,182.4,182.55,183.55,181.25,182.9,182.45,182.08,121906,221.97,2907,64147,52.62
MINDACORP, EQ, 31-Aug-2021,122,123.9,123.9,118.6,120,119.75,119.59,660581,790,8298,421109,63.75
MINDAIND, EQ, 31-Aug-2021,715.1,721.35,724.95,704,709,713,712.66,157468,1122.21,6960,76968,48.88
MINDSPACE, RR, 31-Aug-2021,289.98,291,291.5,289,291,290.85,290.7,159459,463.55,2120,134042,84.06
MINDTECK, EQ, 31-Aug-2021,96.7,96.65,100.95,93.05,97.3,97.35,97.47,75321,73.42,1781,28059,37.25
MINDTREE, EQ, 31-Aug-2021,3600.25,3620,3678,3587.1,3625,3627.25,3628.78,1026256,37240.57,86050,302326,29.46
MIRCELECTR, BE, 31-Aug-2021,15.95,16.05,16.35,15.2,15.5,15.3,15.39,360566,55.49,656, -, -
MIRZAINT, EQ, 31-Aug-2021,57.9,58.65,58.95,57.5,57.75,57.95,58.32,553792,322.95,4981,229522,41.45
MITCON, SM, 31-Aug-2021,52.3,50.6,50.65,50.6,50.6,50.6,50.62,6000,3.04,3,4000,66.67
MITTAL, EQ, 31-Aug-2021,11.1,11.1,11.1,10.7,11.05,11,10.94,52695,5.76,300,33395,63.37
MMFL, EQ, 31-Aug-2021,760.05,776.15,776.15,757.3,762.05,764.45,766.02,12222,93.62,641,8499,69.54
MMP, EQ, 31-Aug-2021,151.75,153.9,153.95,149.25,152.5,151.6,152.05,26730,40.64,966,14002,52.38
MMTC, EQ, 31-Aug-2021,44.5,44.8,45.35,43.5,44,44,44.56,1603211,714.37,6370,362993,22.64
MODIRUBBER, BE, 31-Aug-2021,62.2,63,65.3,60.15,65.3,65.2,64.07,3400,2.18,71, -, -
MODISNME, EQ, 31-Aug-2021,76.4,77.8,77.8,73.1,74.4,74.25,75.12,56599,42.52,944,31982,56.51
MOGSEC, EQ, 31-Aug-2021,48.67,48.71,48.75,48.63,48.74,48.74,48.74,3102,1.51,17,3030,97.68
MOHITIND, BE, 31-Aug-2021,12.1,12.7,12.7,11.5,12.7,12.7,12.09,18432,2.23,76, -, -
MOHOTAIND, BE, 31-Aug-2021,8.4,8.4,8.4,8,8.3,8.3,8.16,10818,0.88,50, -, -
MOIL, EQ, 31-Aug-2021,165.6,165.95,169.6,165,166.55,166.65,167.79,420878,706.18,9137,178439,42.4
MOKSH, EQ, 31-Aug-2021,33.5,33.9,34.4,33.5,33.5,33.9,33.98,1068558,363.11,879,733211,68.62
MOL, BE, 31-Aug-2021,112.85,113.25,114.7,108.65,113,113.6,111.92,824633,922.97,3119, -, -
MOLDTECH, BE, 31-Aug-2021,74.85,74.5,76.35,73.5,75.05,74.7,74.8,18466,13.81,266, -, -
MOLDTEKPP, E1, 31-Aug-2021,377.15,350,398.95,337.75,372,372.2,373.16,1120,4.18,235,647,57.77
MOLDTKPAC, EQ, 31-Aug-2021,489.35,494.9,494.9,471,474.9,473.3,478.4,42255,202.15,3245,28727,67.98
MOLDTKPAC, W1, 31-Aug-2021,319.1,322,322,320.15,320.15,320.15,320.69,50,0.16,3,50,100
MOM100, EQ, 31-Aug-2021,29.53,28.6,29.7,28.6,29.6,29.6,29.6,76262,22.57,1231,55344,72.57
MOM50, EQ, 31-Aug-2021,168.15,169.45,169.45,167.05,168.77,168.79,169.11,3153,5.33,73,2846,90.26
MON100, EQ, 31-Aug-2021,112.49,115.2,115.2,113.06,113.4,113.54,113.51,1436157,1630.22,4539,1313396,91.45
MONTECARLO, EQ, 31-Aug-2021,346.2,348.5,359.5,348.5,351.9,351.5,353.16,48262,170.44,2718,20940,43.39
MORARJEE, EQ, 31-Aug-2021,16.25,17.05,17.05,16.1,16.1,16.25,16.51,8247,1.36,52,6142,74.48
MOREPENLAB, EQ, 31-Aug-2021,53,53.3,53.5,52.4,52.5,52.55,52.78,833098,439.69,5112,425991,51.13
MOTHERSUMI, EQ, 31-Aug-2021,218.65,220.4,220.4,215.25,218.95,218.6,217.69,6725638,14640.89,63070,3308327,49.19
MOTILALOFS, EQ, 31-Aug-2021,830.1,826,837.7,810.05,813.85,814.5,818.98,459169,3760.5,17238,116806,25.44
MOTOGENFIN, EQ, 31-Aug-2021,25,26.4,27.45,24.55,25.9,25.4,25.63,17026,4.36,157,11952,70.2
MPHASIS, EQ, 31-Aug-2021,2865.05,2881.9,2923.7,2870.25,2905.2,2898.1,2901.84,991789,28780.13,64878,409936,41.33
MPSLTD, EQ, 31-Aug-2021,730.05,727,734.8,708,713,711.1,717.96,16033,115.11,1369,10394,64.83
MRF, EQ, 31-Aug-2021,78185.5,78300,79855.05,78257.8,79600.05,79742.75,79294.79,14859,11782.41,9204,6073,40.87
MRPL, EQ, 31-Aug-2021,42.75,43.25,43.95,42.55,42.95,42.95,43.14,890030,383.95,5440,340179,38.22
MSPL, EQ, 31-Aug-2021,9.2,9.3,9.55,9.1,9.45,9.45,9.31,103086,9.59,259,76639,74.34
MSTCLTD, EQ, 31-Aug-2021,261.6,262.4,266.4,259.7,261.7,262.6,262.32,254814,668.44,6789,84862,33.3
MTARTECH, EQ, 31-Aug-2021,1284.65,1296.8,1297.4,1263,1270,1267.3,1277.38,95686,1222.27,7336,36298,37.93
MTEDUCARE, EQ, 31-Aug-2021,8.15,8.15,8.2,7.9,7.9,7.95,8,124516,9.96,245,77624,62.34
MTNL, EQ, 31-Aug-2021,17.9,17.95,18,17.75,17.9,17.9,17.9,533691,95.51,1614,319331,59.83
MUKANDLTD, BE, 31-Aug-2021,144.7,149.4,149.4,143,145,144.4,144.89,23903,34.63,203, -, -
MUKANDLTD, P1, 31-Aug-2021,5.5,5.55,5.95,5.55,5.55,5.55,5.55,1000,0.06,8,995,99.5
MUKTAARTS, EQ, 31-Aug-2021,37.7,37,38.95,36.55,37.1,37.4,37.54,16902,6.35,285,6821,40.36
MUNJALAU, EQ, 31-Aug-2021,58.95,59,61.3,58.5,58.7,58.65,59.48,125075,74.39,2329,62408,49.9
MUNJALSHOW, EQ, 31-Aug-2021,136.75,136.9,141,136.9,138.6,139.5,139.47,97645,136.18,5259,28353,29.04
MURUDCERA, EQ, 31-Aug-2021,24.95,24.75,25.6,24.75,25.05,25.15,25.27,33908,8.57,364,16906,49.86
MUTHOOTCAP, EQ, 31-Aug-2021,394.95,399.5,401.7,392.5,395,395.85,397.3,34542,137.23,2542,15032,43.52
MUTHOOTFIN, EQ, 31-Aug-2021,1503.2,1509,1521.6,1490,1517.7,1514,1506.61,772060,11631.92,31022,372713,48.28
NABARD, N2, 31-Aug-2021,1243.6,1244.99,1252,1240.01,1249.5,1249.5,1244.7,2630,32.74,41,2262,86.01
NACLIND, EQ, 31-Aug-2021,68.25,68.35,69.7,64.85,66.65,65.95,67.2,158839,106.74,1448,106661,67.15
NAGAFERT, BE, 31-Aug-2021,12.25,11.65,11.65,11.65,11.65,11.65,11.65,150978,17.59,354, -, -
NAGREEKEXP, BE, 31-Aug-2021,38.25,38.65,39.75,36.35,36.4,36.75,37.56,10172,3.82,81, -, -
NAHARCAP, EQ, 31-Aug-2021,279.35,282.5,282.5,270,272,271.35,272.07,23938,65.13,957,15898,66.41
NAHARINDUS, BE, 31-Aug-2021,110.35,110.15,111.85,105.3,107.05,109.2,107.37,39003,41.88,393, -, -
NAHARPOLY, EQ, 31-Aug-2021,235.35,234,239.15,226.5,229.05,230.15,233.02,30216,70.41,1638,20046,66.34
NAHARSPING, BE, 31-Aug-2021,398.1,394,400,391.3,392.1,393.5,394.81,38443,151.78,420, -, -
NAM-INDIA, EQ, 31-Aug-2021,420.65,420.65,427.95,417.5,422.95,424.1,422.5,1367796,5779,19353,492779,36.03
NATCOPHARM, EQ, 31-Aug-2021,948.35,940.15,959.75,940.05,941,945.3,951.65,189887,1807.06,5686,126121,66.42
NATHBIOGEN, EQ, 31-Aug-2021,310.8,314.45,367,307.4,341,340.05,332.59,1721703,5726.14,35600,856760,49.76
NATIONALUM, EQ, 31-Aug-2021,87.95,87.85,91,86.85,90.7,90.75,89.76,59439489,53352.72,111493,19972575,33.6
NATNLSTEEL, EQ, 31-Aug-2021,3.8,3.8,3.9,3.7,3.8,3.8,3.79,32223,1.22,92,26656,82.72
NAUKRI, EQ, 31-Aug-2021,6063,6071.1,6217.2,5992.45,6189.8,6182.35,6125.08,606196,37130.01,48099,273505,45.12
NAVINFLUOR, EQ, 31-Aug-2021,3924.7,3936,4078.6,3905.3,4029.95,4027.6,4018.64,566577,22768.7,48636,81261,14.34
NAVKARCORP, EQ, 31-Aug-2021,42.75,43.05,44.25,43.05,43.85,44,43.75,853193,373.28,6408,363637,42.62
NAVNETEDUL, EQ, 31-Aug-2021,99.85,101.45,103.45,100.1,102.25,102.8,101.57,459605,466.81,4493,314024,68.32
NAZARA, EQ, 31-Aug-2021,1817.25,1821.1,1844,1781,1835.15,1836.85,1817.54,268156,4873.83,18527,92847,34.62
NBCC, EQ, 31-Aug-2021,44.45,44.7,44.75,44.1,44.4,44.35,44.37,3076506,1364.91,10331,1096601,35.64
NBIFIN, EQ, 31-Aug-2021,2818.6,2825.35,2855,2783.15,2799,2797.7,2817.03,1172,33.02,237,643,54.86
NBVENTURES, EQ, 31-Aug-2021,108.9,109.6,113.6,107,109,108.85,110.19,707965,780.12,13843,304874,43.06
NCC, EQ, 31-Aug-2021,77.6,77.3,80.45,76.5,79.3,79.25,78.52,5888639,4623.82,23338,1415758,24.04
NCLIND, EQ, 31-Aug-2021,236.15,237.7,239.2,232.2,233,233.25,234.41,101544,238.03,3386,61998,61.06
NCPSESDL24, EQ, 31-Aug-2021,106.21,106.37,106.37,106.3,106.3,106.3,106.34,120574,128.21,23,120337,99.8
NDGL, BE, 31-Aug-2021,1400,1432.65,1432.65,1372,1424,1425.5,1399.49,336,4.7,60, -, -
NDL, EQ, 31-Aug-2021,79.5,79.5,83.45,79.05,80.85,80.1,82.16,124811,102.54,1336,84759,67.91
NDRAUTO, BE, 31-Aug-2021,412.4,424.9,430,406,423,419.65,419.94,5188,21.79,163, -, -
NDTV, EQ, 31-Aug-2021,79.05,79.15,80.95,76.3,77.05,77.35,78.07,114440,89.34,608,87997,76.89
NECCLTD, EQ, 31-Aug-2021,18.3,18.7,19.2,18.1,19.2,19.2,19.02,634207,120.62,766,312050,49.2
NECLIFE, EQ, 31-Aug-2021,31.15,30.85,31.4,30.4,30.5,30.55,30.73,223140,68.58,1451,126792,56.82
NELCAST, EQ, 31-Aug-2021,81.8,81.8,83.85,80.05,81,80.95,81.93,91526,74.99,1684,51034,55.76
NELCO, EQ, 31-Aug-2021,488.5,497,512.9,488.55,512.9,512.9,504.85,337337,1703.03,8178,187407,55.55
NEOGEN, EQ, 31-Aug-2021,980.8,985,987.9,960,961.95,963.75,972.92,46763,454.97,4105,23142,49.49
NESCO, EQ, 31-Aug-2021,572.7,575.4,580.85,568.95,574,572.6,574.12,34405,197.53,3475,18981,55.17
NESTLEIND, EQ, 31-Aug-2021,19742.25,19745,19839.95,19350,19500,19467.75,19507.43,227370,44354.05,30946,166749,73.34
NETF, EQ, 31-Aug-2021,205.93,206.76,206.76,206.76,206.76,206.76,206.76,144,0.3,25,144,100
NETFCONSUM, EQ, 31-Aug-2021,72.95,74.8,74.8,72.5,74,73.73,73.45,10972,8.06,211,6233,56.81
NETFDIVOPP, EQ, 31-Aug-2021,43.75,43.5,44.2,42.99,43.69,43.68,43.67,2187,0.96,106,1702,77.82
NETFGILT5Y, EQ, 31-Aug-2021,48.7,48.72,48.72,48.72,48.72,48.72,48.72,15,0.01,2,15,100
NETFIT, EQ, 31-Aug-2021,34.66,34.66,35.24,34.65,35.16,35.04,34.93,710203,248.04,3121,358581,50.49
NETFLTGILT, EQ, 31-Aug-2021,22.44,22.52,22.53,22.4,22.53,22.5,22.46,24893,5.59,66,22479,90.3
NETFMID150, EQ, 31-Aug-2021,107.72,112.54,112.54,107.11,108.7,108.71,108.54,144724,157.09,1307,127675,88.22
NETFNIF100, EQ, 31-Aug-2021,176.38,177.15,178.5,176.3,178.31,178.19,177.35,1763,3.13,73,929,52.69
NETFNV20, EQ, 31-Aug-2021,95.16,95.98,96.4,95.16,95.78,95.48,95.42,3437,3.28,106,2579,75.04
NETFPHARMA, EQ, 31-Aug-2021,14.31,14.48,14.48,14.25,14.4,14.36,14.37,502913,72.27,655,438731,87.24
NETFSDL26, EQ, 31-Aug-2021,105.34,105.4,105.55,105.4,105.46,105.46,105.5,284500,300.15,42,284500,100
NETWORK18, EQ, 31-Aug-2021,48.65,48.75,49.85,48.35,49.15,48.8,49.07,678288,332.81,2908,275910,40.68
NEULANDLAB, BE, 31-Aug-2021,1674.7,1700,1700,1620,1645,1632.5,1658.45,9722,161.23,571, -, -
NEWGEN, BE, 31-Aug-2021,564.2,564.2,577.7,563,571,569.75,570.4,24571,140.15,1243, -, -
NEXTMEDIA, EQ, 31-Aug-2021,4.95,4.95,4.95,4.5,4.55,4.55,4.63,62294,2.88,172,43541,69.9
NFL, EQ, 31-Aug-2021,55.55,55.55,55.8,54.35,54.4,54.55,54.96,343916,189.01,3414,165084,48
NGIL, EQ, 31-Aug-2021,62.95,62,69.2,58.65,65.95,65.6,68.38,179709,122.89,1099,137272,76.39
NH, EQ, 31-Aug-2021,530.15,529,555,523.45,537,540.55,540.93,297885,1611.35,17523,101920,34.21
NHAI, N1, 31-Aug-2021,1090,1090,1090.15,1090,1090.15,1090.15,1090,1258,13.71,12,1258,100
NHAI, N2, 31-Aug-2021,1266.04,1266,1266.01,1263,1265,1265,1264.53,780,9.86,12,780,100
NHAI, N4, 31-Aug-2021,1212.82,1212.82,1238.95,1200,1234.95,1234.95,1219.61,1224,14.93,19,1129,92.24
NHAI, N5, 31-Aug-2021,1273.15,1294,1294,1294,1294,1294,1294,1,0.01,1,1,100
NHAI, N6, 31-Aug-2021,1293.2,1293.2,1307.4,1293.2,1307,1304.58,1302.08,2063,26.86,23,1832,88.8
NHAI, N8, 31-Aug-2021,1139,1135,1135,1135,1135,1135,1135,69,0.78,1,69,100
NHAI, NA, 31-Aug-2021,1242.68,1243.8,1244,1243,1244,1243.5,1243.91,161,2,8,161,100
NHAI, ND, 31-Aug-2021,1291,1292,1292,1292,1292,1292,1292,1,0.01,1,1,100
NHAI, NE, 31-Aug-2021,1276.44,1276,1276,1270.3,1273,1271.81,1272.39,182,2.32,15,179,98.35
NHBTF2023, N6, 31-Aug-2021,6550,6530,6530,6515,6515,6515,6522.14,35,2.28,5,35,100
NHPC, EQ, 31-Aug-2021,26.7,26.9,27.2,26.75,26.95,26.95,27.05,18999730,5139.07,13214,14369821,75.63
NHPC, N4, 31-Aug-2021,1125,1150,1150,1103.51,1103.51,1103.51,1114.9,130,1.45,4,130,100
NHPC, N6, 31-Aug-2021,1419.39,1419,1419,1418,1418,1418,1418.59,37,0.52,7,37,100
NIACL, EQ, 31-Aug-2021,167.25,167.8,169.45,160,161.2,161.8,164.91,744518,1227.75,11389,288054,38.69
NIBL, EQ, 31-Aug-2021,19.2,19.2,19.9,18.6,19.25,19.3,19.34,13118,2.54,297,3496,26.65
NIFTYBEES, EQ, 31-Aug-2021,182.57,193.43,193.43,182.01,184.92,184.55,183.35,1826619,3349.04,17800,1198988,65.64
NIFTYEES, EQ, 31-Aug-2021,21655,21600,21600,21600,21600,21600,21600,2,0.43,1,2,100
NIITLTD, EQ, 31-Aug-2021,314.3,316,326.5,314,315.2,316.1,319.3,898556,2869.13,18668,216513,24.1
NILAINFRA, EQ, 31-Aug-2021,5.95,6,6.05,5.7,5.8,5.8,5.86,271342,15.89,439,198899,73.3
NILASPACES, BE, 31-Aug-2021,1.85,1.85,1.9,1.8,1.85,1.85,1.82,251275,4.56,237, -, -
NILKAMAL, EQ, 31-Aug-2021,2751.4,2745,2804,2730.05,2760,2770.7,2764.33,11722,324.04,2072,5855,49.95
NIPPOBATRY, EQ, 31-Aug-2021,982.6,990,1055,985.85,1037.35,1032,1033.08,27359,282.64,2683,14924,54.55
NIRAJ, EQ, 31-Aug-2021,43.6,43.05,44.9,43.05,43.15,43.45,43.76,13201,5.78,316,5017,38
NITCO, EQ, 31-Aug-2021,21.05,21.5,21.5,20.55,21.15,20.95,20.85,51966,10.84,392,25659,49.38
NITINFIRE, BZ, 31-Aug-2021,1.4,1.45,1.45,1.45,1.45,1.45,1.45,32696,0.47,32, -, -
NITINSPIN, BE, 31-Aug-2021,207.5,212.9,212.9,201,204.4,204.4,204.34,81378,166.29,1522, -, -
NITIRAJ, EQ, 31-Aug-2021,48.55,50.05,50.05,45,45.75,47.75,47.21,1067,0.5,86,589,55.2
NKIND, BE, 31-Aug-2021,39.5,37.55,41.45,37.55,41,41,40.02,4977,1.99,25, -, -
NLCINDIA, EQ, 31-Aug-2021,51.6,51.65,54.7,51.55,52.5,52.65,53.14,6080584,3231.48,24626,1586969,26.1
NMDC, EQ, 31-Aug-2021,155.55,156,156.75,153,154.05,154.05,154.74,12714721,19674.45,39342,6075058,47.78
NOCIL, EQ, 31-Aug-2021,281.6,281.9,284.5,275.1,276.5,276.7,280.36,1415548,3968.57,18309,455365,32.17
NOIDATOLL, EQ, 31-Aug-2021,5.5,5.65,5.65,5.35,5.65,5.55,5.51,62872,3.46,135,41007,65.22
NOVARTIND, EQ, 31-Aug-2021,779.65,794.95,794.95,765,772,770.25,773.6,23651,182.97,2220,15133,63.98
NPBET, EQ, 31-Aug-2021,184.03,183.2,186.8,183.2,183.45,183.5,184.88,655,1.21,32,461,70.38
NPST, SM, 31-Aug-2021,70.9,67.2,68.1,67.15,67.8,67.8,67.67,12800,8.66,8,11200,87.5
NRAIL, EQ, 31-Aug-2021,315.4,312.15,316.6,310.2,312.05,312.1,313.68,15945,50.02,1262,8259,51.8
NRBBEARING, EQ, 31-Aug-2021,132.85,133.6,138,130.6,134.3,134.85,135.09,638196,862.12,11078,273629,42.88
NSIL, EQ, 31-Aug-2021,1695.75,1714,1719.85,1709,1709,1716.1,1713.49,920,15.76,56,836,90.87
NTL, BE, 31-Aug-2021,2.4,2.5,2.5,2.3,2.5,2.5,2.4,51474,1.23,73, -, -
NTPC, EQ, 31-Aug-2021,114.95,115.25,116.35,114.7,115.9,115.95,115.78,11386659,13183.71,50942,7182876,63.08
NTPC, N6, 31-Aug-2021,1430,1433,1433,1430,1430,1430,1430.07,41,0.59,4,41,100
NTPC, N7, 31-Aug-2021,13.84,13.83,13.89,13.82,13.83,13.83,13.83,161690,22.36,137,159434,98.6
NTPC, NA, 31-Aug-2021,1579.99,1579,1579,1334,1574,1574,1524.34,71,1.08,5,63,88.73
NTPC, NC, 31-Aug-2021,1249.31,1250,1250,1250,1250,1250,1250,78,0.98,1,78,100
NTPC, ND, 31-Aug-2021,1379.95,1388.92,1388.92,1388.92,1388.92,1388.92,1388.92,1,0.01,1,1,100
NUCLEUS, EQ, 31-Aug-2021,548.1,546.15,565,536.9,555,551.7,551.29,148825,820.46,10905,71505,48.05
NURECA, EQ, 31-Aug-2021,1750,1749.8,1799.9,1662.5,1662.5,1683.9,1718.15,26145,449.21,4386,16556,63.32
NUVOCO, EQ, 31-Aug-2021,542.8,550,559.8,539.6,555,556.15,551.78,931453,5139.59,29004,393566,42.25
NXTDIGITAL, EQ, 31-Aug-2021,430.2,439.9,439.9,425.05,433.2,434.6,434.16,3746,16.26,168,944,25.2
OAL, EQ, 31-Aug-2021,875.95,890,894,855,862,862,870.91,10216,88.97,1559,6892,67.46
OBEROIRLTY, EQ, 31-Aug-2021,698.2,702,711,688.6,710,703.6,700.82,251207,1760.5,20062,126855,50.5
OCCL, EQ, 31-Aug-2021,1092.1,1106.9,1110,1065.5,1083,1084.95,1096.24,13165,144.32,2340,6576,49.95
OFSS, EQ, 31-Aug-2021,4713.85,4713.85,4762.1,4607,4708.55,4699.55,4688.88,192573,9029.52,25521,95718,49.7
OIL, EQ, 31-Aug-2021,174.05,173.9,187,173.2,179.8,182,178.78,2025284,3620.75,19635,1039303,51.32
OILCOUNTUB, BE, 31-Aug-2021,6.8,6.95,7.1,6.5,7,6.85,6.77,19895,1.35,53, -, -
